0x5701
0x5710
0x5aec
0x5b11
0x5b3b
0x5b45
0x72a0
0x72b2
0x72b9
0x72c0
0x72c7
0x72ce
0x72d5
0x72f4
0x7306
0x730d
0x7314
0x731b
0x7322
0x7329
0x7330
0x734e
0x7360
0x7367
0x736e
0x7375
0x737c
0x7383
0x73a1
0x73a8
0x73af
0x73b6
