0x0	30
0x3f	22
0x60	22
0xd	34
0x76	11
0xbd	11
0x10f	11
0x14b	11
0x1a8	11
0x1ef	11
0x241	11
0x2d5	6
0x365	6
0x37c	6
0x3e2	6
0x40d	6
0x424	6
0x472	6
0x49d	6
0x4c8	6
0x4df	6
0x55b	6
0x5b2	6
0x5e3	6
0x5fa	6
0x648	6
0x673	6
0x68a	6
0x6d8	6
0x70d	6
0x764	6
0x77b	6
0x7b3	6
0x7de	6
0x7f5	6
0x843	6
0x86e	6
0x885	6
0x8bd	6
0x914	6
0x93f	6
0x9cf	6
0x9e6	6
0xa34	6
0xa4b	6
0xab2	6
0xac4	6
0xae6	6
0xb49	6
0xb5b	6
0xb7d	6
0xbea	6
0xc15	6
0xc2c	6
0xc88	6
0xcbd	6
0xd17	6
0xd42	6
0xd59	6
0xdd1	6
0xde8	6
0xe36	6
0xe61	6
0xe78	6
0xedb	6
0xef2	6
0xf2a	6
0xf41	6
0xf79	6
0xf90	6
0x1008	6
0x1042	6
0x106d	6
0x1084	6
0x10d2	6
0x1129	6
0x1180	6
0x11ab	6
0x11c2	6
0x11fa	6
0x1238	108
0x12df	31
0x1347	11
0x1572	107
0x1672	248
0x181b	108
0x18bd	108
0x197f	108
0x1e01	108
0x1ea8	31
0x2121	248
0x21cf	109
0x2238	109
0x229a	109
0x230b	108
0x23b4	109
0x248d	28
0x2544	6
0x2553	16
0x256e	6
0x2594	108
0x271c	108
0x28cf	6
0x28de	16
0x28f9	6
0x2929	108
0x2a37	20
0x2b74	108
0x2c16	108
0x316a	31
0x3271	6
0x3280	16
0x329b	6
0x32cb	108
0x3372	31
0x3512	6
0x3521	16
0x353c	6
0x355c	23
0x3588	20
0x3886	6
0x3895	16
0x38d4	221
0x3a3c	6
0x3a4b	16
0x3a66	6
0x3a86	23
0x3acf	20
0x3b1c	19
0x3f0e	6
0x3f1d	16
0x3fa1	6
0x4118	20
0x413c	20
0x415f	20
0x417d	20
0x43d7	21
0x4473	20
0x4497	20
0x4511	6
0x4520	16
0x453b	6
0x4555	108
0x4ab9	6
0x4ac8	16
0x4ae3	6
0x4b03	23
0x4b4c	20
0x4e27	6
0x4e36	16
0x51da	20
0x51fd	20
0x5220	20
0x533f	108
0x53b4	108
0x55d7	6
0x55e6	16
0x5601	6
0x5621	23
0x564d	20
0x59d5	6
0x59e4	16
0x5a72	109
0x5c27	6
0x5c36	16
0x5c51	6
0x5c71	23
0x5c97	20
0x5d2e	20
0x5f70	6
0x5f7f	16
0x6046	107
0x62f8	6
0x6307	16
0x6322	6
0x6342	23
0x636e	20
0x63d2	6
0x63e1	16
0x63fc	6
0x6417	20
0x6466	20
0x648a	20
0x64cd	20
0x650d	31
0x660c	6
0x661b	16
0x6636	6
0x666d	109
0x6737	6
0x6746	16
0x6761	6
0x677d	108
0x6821	25
0x68ea	6
0x68f9	16
0x6914	6
0x6940	108
0x6bd1	6
0x6be0	16
0x6ceb	6
0x6cfa	16
0x6d15	6
0x6d35	23
0x6d5a	20
0x6d7d	20
0x6fdb	6
0x6fea	16
0x713f	107
0x1c140x66b	108
0x1bfa0x66b	6
0x1bd00x66b	6
