0x0	0x0
0x40	0x3f
0x1f	0x1e
0x2	0x0
0x5	0x0
0x7	0x0
0x8	0x0
0xd	0xd
0xf	0xd
0x10	0xd
0x12	0xd
0x14	0xd
0x19	0xd
0x1a	0xd
0x24	0x1e
0x25	0x1e
0x2a	0x29
0x2f	0x29
0x30	0x29
0x35	0x34
0x3a	0x34
0x45	0x3f
0x4b	0x4a
0x50	0x4a
0x56	0x55
0x5b	0x55
0x61	0x60
0x66	0x60
0x6c	0x6b
0x71	0x6b
0x76	0x76
0x7c	0x7a
0x81	0x7a
0x87	0x86
0x8c	0x86
0x92	0x91
0x97	0x91
0x9d	0x9c
0xa2	0x9c
0xa8	0xa7
0xad	0xa7
0xb3	0xb2
0xb8	0xb2
0xbd	0xbd
0xc3	0xc1
0xc8	0xc1
0xc9	0xc1
0xce	0xcd
0xd3	0xcd
0xd9	0xd8
0xde	0xd8
0xe4	0xe3
0xe9	0xe3
0xef	0xee
0xf4	0xee
0xfa	0xf9
0xff	0xf9
0x105	0x104
0x10a	0x104
0x10f	0x10f
0x115	0x113
0x11a	0x113
0x120	0x11f
0x125	0x11f
0x12b	0x12a
0x130	0x12a
0x136	0x135
0x13b	0x135
0x141	0x140
0x146	0x140
0x14b	0x14b
0x151	0x14f
0x156	0x14f
0x157	0x14f
0x15c	0x15b
0x161	0x15b
0x162	0x15b
0x167	0x166
0x16c	0x166
0x172	0x171
0x177	0x171
0x17d	0x17c
0x182	0x17c
0x188	0x187
0x18d	0x187
0x193	0x192
0x198	0x192
0x19e	0x19d
0x1a3	0x19d
0x1a8	0x1a8
0x1ae	0x1ac
0x1b3	0x1ac
0x1b9	0x1b8
0x1be	0x1b8
0x1c4	0x1c3
0x1c9	0x1c3
0x1cf	0x1ce
0x1d4	0x1ce
0x1da	0x1d9
0x1df	0x1d9
0x1e5	0x1e4
0x1ea	0x1e4
0x1ef	0x1ef
0x1f5	0x1f3
0x1fa	0x1f3
0x1fb	0x1f3
0x200	0x1ff
0x205	0x1ff
0x20b	0x20a
0x210	0x20a
0x216	0x215
0x21b	0x215
0x221	0x220
0x226	0x220
0x22c	0x22b
0x231	0x22b
0x237	0x236
0x23c	0x236
0x241	0x241
0x247	0x245
0x24c	0x245
0x252	0x251
0x257	0x251
0x25d	0x25c
0x262	0x25c
0x268	0x267
0x26d	0x267
0x273	0x272
0x278	0x272
0x27e	0x27d
0x280	0x27d
0x283	0x27d
0x284	0x27d
0x28c	0x288
0x290	0x288
0x292	0x288
0x294	0x288
0x296	0x288
0x297	0x288
0x29b	0x288
0x29f	0x288
0x2a1	0x288
0x2a2	0x288
0x2c6	0x288
0x2ce	0x2cd
0x2d0	0x2cd
0x2d1	0x2cd
0x2d5	0x2d5
0x2db	0x2d9
0x2de	0x2d9
0x2e3	0x2e2
0x2e5	0x2e2
0x2e8	0x2e2
0x2ea	0x2e2
0x2ed	0x2e2
0x2f3	0x2e2
0x2f6	0x2e2
0x2f8	0x2e2
0x2fc	0x2e2
0x2fe	0x2e2
0x300	0x2e2
0x305	0x2e2
0x30a	0x307
0x30b	0x307
0x30c	0x307
0x312	0x310
0x313	0x310
0x316	0x310
0x318	0x310
0x31b	0x310
0x31e	0x310
0x32b	0x322
0x32d	0x322
0x32f	0x322
0x331	0x322
0x332	0x322
0x338	0x336
0x33a	0x336
0x33b	0x336
0x33e	0x336
0x340	0x336
0x341	0x336
0x344	0x336
0x345	0x336
0x346	0x336
0x347	0x336
0x34a	0x336
0x34c	0x336
0x355	0x34f
0x357	0x34f
0x35a	0x34f
0x35e	0x35d
0x360	0x35d
0x361	0x35d
0x365	0x365
0x36b	0x369
0x36e	0x369
0x371	0x369
0x372	0x369
0x373	0x369
0x376	0x369
0x377	0x369
0x378	0x369
0x37c	0x37c
0x382	0x380
0x386	0x380
0x387	0x380
0x39c	0x380
0x39e	0x380
0x3a0	0x380
0x3a6	0x380
0x3a8	0x380
0x3aa	0x380
0x3b2	0x380
0x3b7	0x3b6
0x3b9	0x3b6
0x3bc	0x3b6
0x3bd	0x3b6
0x3be	0x3b6
0x3bf	0x3b6
0x3c2	0x3b6
0x3c4	0x3b6
0x3c8	0x3b6
0x3ca	0x3b6
0x3cd	0x3b6
0x3d1	0x3d0
0x3d4	0x3d0
0x3db	0x3da
0x3dd	0x3da
0x3de	0x3da
0x3e2	0x3e2
0x3e8	0x3e6
0x3eb	0x3e6
0x3f0	0x3ef
0x3f2	0x3ef
0x3f7	0x3ef
0x3f9	0x3ef
0x3fd	0x3ef
0x3ff	0x3ef
0x402	0x3ef
0x406	0x405
0x408	0x405
0x409	0x405
0x40d	0x40d
0x413	0x411
0x416	0x411
0x419	0x411
0x41a	0x411
0x41b	0x411
0x41e	0x411
0x41f	0x411
0x420	0x411
0x424	0x424
0x42a	0x428
0x42e	0x428
0x42f	0x428
0x444	0x428
0x446	0x428
0x448	0x428
0x450	0x428
0x455	0x454
0x457	0x454
0x45c	0x454
0x45e	0x454
0x462	0x454
0x464	0x454
0x467	0x454
0x46b	0x46a
0x46d	0x46a
0x46e	0x46a
0x472	0x472
0x478	0x476
0x47b	0x476
0x480	0x47f
0x482	0x47f
0x487	0x47f
0x489	0x47f
0x48d	0x47f
0x48f	0x47f
0x492	0x47f
0x496	0x495
0x498	0x495
0x499	0x495
0x49d	0x49d
0x4a3	0x4a1
