0x0	0
0x3f	2
0x60	3
0xd	0
0x76	3
0xbd	6
0x10f	8
0x14b	10
0x1a8	13
0x1ef	15
0x1ef	16
0x241	18
0x2d5	23
0x365	28
0x37c	28
0x3e2	32
0x40d	33
0x424	34
0x472	36
0x49d	38
0x4c8	39
0x4df	40
0x55b	44
0x5b2	47
0x5e3	48
0x5fa	49
0x648	51
0x673	53
0x68a	54
0x6d8	56
0x70d	58
0x764	61
0x77b	61
0x7b3	63
0x7de	64
0x7de	65
0x7f5	65
0x843	68
0x86e	69
0x885	70
0x8bd	72
0x914	74
0x914	75
0x93f	76
0x9cf	81
0x9e6	81
0xa34	84
0xa4b	85
0xab2	88
0xac4	88
0xac4	89
0xae6	90
0xb49	93
0xb5b	93
0xb7d	94
0xbea	98
0xc15	99
0xc2c	100
0xc88	103
0xcbd	105
0xd17	108
0xd42	109
0xd59	110
0xdd1	114
0xde8	114
0xe36	117
0xe61	118
0xe78	119
0xedb	122
0xef2	123
0xf2a	125
0xf41	125
0xf41	126
0xf79	127
0xf90	128
0x1008	132
0x1042	134
0x106d	135
0x1084	136
0x10d2	138
0x10d2	139
0x1129	141
0x1180	144
0x11ab	145
0x11ab	146
0x11c2	146
0x11fa	148
0x1238	150
0x1238	151
0x1238	152
0x1238	153
0x12df	155
0x12df	156
0x1347	159
0x1572	177
0x1572	178
0x1572	179
0x1672	185
0x181b	199
0x181b	200
0x181b	202
0x18bd	204
0x18bd	205
0x18bd	206
0x18bd	207
0x197f	210
0x197f	211
0x197f	212
0x197f	213
0x197f	214
0x1e01	247
0x1e01	248
0x1e01	249
0x1e01	250
0x1e01	251
0x1ea8	253
0x2121	273
0x2121	274
0x21cf	279
0x21cf	280
0x21cf	281
0x21cf	956
0x21cf	957
0x21cf	958
0x2238	282
0x2238	283
0x2238	284
0x2238	285
0x2238	958
0x2238	959
0x229a	285
0x229a	286
0x229a	287
0x229a	288
0x229a	959
0x229a	960
0x230b	289
0x230b	290
0x230b	291
0x230b	292
0x23b4	294
0x23b4	296
0x23b4	297
0x23b4	960
0x23b4	961
0x248d	301
0x248d	302
0x2544	307
0x2553	308
0x256e	309
0x2594	310
0x2594	311
0x2594	312
0x2594	313
0x271c	322
0x271c	323
0x271c	324
0x271c	325
0x271c	326
0x28cf	337
0x28de	337
0x28f9	338
0x2929	339
0x2929	340
0x2929	341
0x2929	342
0x2929	343
0x2a37	348
0x2b74	358
0x2b74	360
0x2b74	361
0x2b74	362
0x2c16	364
0x2c16	365
0x2c16	367
0x316a	408
0x3271	416
0x3280	417
0x329b	417
0x329b	418
0x32cb	419
0x32cb	420
0x32cb	421
0x32cb	422
0x3372	424
0x3372	425
0x3512	438
0x3521	438
0x3521	439
0x353c	439
0x355c	440
0x355c	441
0x3588	442
0x3886	466
0x3895	467
0x38d4	469
0x3a3c	480
0x3a3c	481
0x3a4b	481
0x3a66	482
0x3a86	483
0x3acf	485
0x3b1c	488
0x3b1c	489
0x3f0e	520
0x3f1d	521
0x3fa1	525
0x4118	537
0x413c	538
0x413c	539
0x415f	539
0x415f	540
0x417d	540
0x417d	541
0x43d7	560
0x4473	565
0x4497	566
0x4511	570
0x4520	570
0x4520	571
0x453b	571
0x4555	572
0x4555	573
0x4555	574
0x4555	575
0x4555	576
0x4ab9	617
0x4ac8	617
0x4ae3	618
0x4b03	619
0x4b4c	621
0x4b4c	622
0x4e27	645
0x4e36	645
0x4e36	646
0x51da	675
0x51da	676
0x51fd	677
0x5220	678
0x533f	687
0x533f	688
0x533f	689
0x533f	690
0x53b4	691
0x53b4	692
0x53b4	693
0x53b4	694
0x55d7	708
0x55e6	709
0x5601	710
0x5621	711
0x564d	712
0x564d	713
0x59d5	741
0x59e4	742
0x5a72	746
0x5a72	747
0x5a72	748
0x5a72	749
0x5a72	963
0x5a72	964
0x5a72	965
0x5c27	761
0x5c36	761
0x5c51	762
0x5c71	763
0x5c97	764
0x5d2e	769
0x5f70	788
0x5f7f	788
0x6046	795
0x6046	796
0x6046	797
0x62f8	817
0x6307	817
0x6307	818
0x6322	818
0x6342	819
0x6342	820
0x636e	821
0x63d2	824
0x63e1	824
0x63e1	825
0x63fc	825
0x6417	826
0x6466	829
0x648a	830
0x64cd	832
0x650d	834
0x660c	842
0x661b	843
0x6636	844
0x666d	845
0x666d	847
0x666d	848
0x666d	961
0x666d	962
0x666d	963
0x6737	852
0x6746	852
0x6746	853
0x6761	853
0x677d	854
0x677d	855
0x677d	856
0x677d	857
0x677d	858
0x6821	859
0x6821	860
0x68ea	866
0x68f9	866
0x68f9	867
0x6914	867
0x6940	869
0x6940	870
0x6940	871
0x6940	872
0x6bd1	890
0x6be0	890
0x6be0	891
0x6ceb	899
0x6cfa	899
0x6cfa	900
0x6d15	900
0x6d35	901
0x6d35	902
0x6d5a	903
0x6d7d	904
0x6fdb	923
0x6fea	924
0x713f	935
0x713f	936
0x713f	937
0x1c140x66b	231
0x1c140x66b	233
0x1c140x66b	234
0x1c140x66b	235
0x1bfa0x66b	231
0x1bd00x66b	229
0x1b560x66b	225
0x1b560x66b	226
0x1bdf0x66b	230
0x12ec	156
0x13a1	162
0x13b8	162
0x1408	165
0x144b	167
0x149a	170
0x14e9	172
0x152c	174
0x1eb5	253
0x3177	408
0x337f	425
0x3f9a	525
0x52c3	683
0x52cf	683
0x52ff	685
0x651a	834
0x71e8	940
0x33ee0x75c	428
0x33ee0x1065	428
0x33ee0x11a3	428
0x33ee0x1221	428
0x33ee0x33c0	428
0x33ee0x61b2	428
0x33fa0x75c	429
0x33fa0x1065	429
0x33fa0x11a3	429
0x33fa0x1221	429
0x33fa0x33c0	429
0x33fa0x61b2	429
0x342b0x75c	430
0x342b0x1065	430
0x342b0x11a3	430
0x342b0x1221	430
0x342b0x33c0	430
0x342b0x61b2	430
0x14f	10
0x14f	11
0xc1	6
0x7a	3
0x7a	4
0x27d	20
0x113	8
0x113	9
0x1f3	16
0x1ac	13
0x1ac	14
0x245	18
0x245	19
0x288	20
0x288	21
0x288	22
0x288	23
0x1221	149
0x1221	150
0x2ca	23
0x1332	158
0x2d9	23
0x2e2	23
0x2e2	24
0x161a	182
0x161a	183
0x161a	184
0x161a	185
0x322	25
0x322	26
0x307	25
0x34f	27
0x369	28
0x3b6	30
0x3b6	31
0x380	28
0x380	29
0x380	30
0x16b8	187
0x16b8	188
0x16b8	189
0x16b8	190
0x16b8	191
0x16b8	192
0x16b8	193
0x16b8	194
0x16b8	195
0x3d8	31
0x3e6	32
0x3ef	32
0x3ef	33
0x17ff	198
0x411	33
0x411	34
0x454	35
0x454	36
0x428	34
0x428	35
0x1805	198
0x1805	199
0x476	36
0x476	37
0x47f	37
0x1954	209
0x4a1	38
0x4aa	38
0x4aa	39
0x4cc	39
0x4cc	40
0x539	43
0x4e3	40
0x4e3	41
0x4e3	42
0x4e3	43
