0x1313
0x17fc
0x1933
0x1ae7
0x1dc2
0x1ed2
0x2065
0x2092
0x2703
0x2834
0x2c8b
0x2d3a
0x2d4c
0x2e28
0x3194
0x339c
0x3f66
0x40a0
0x4366
0x4798
0x4953
0x4f46
0x504f
0x5161
