0x2a37	0x33c0
0x355c	0x5295
0x3588	0x33c0
0x3a86	0x5295
0x3acf	0x33c0
0x4118	0x33c0
0x413c	0x33c0
0x415f	0x33c0
0x417d	0x33c0
0x4473	0x33c0
0x4497	0x33c0
0x4b03	0x5295
0x4b4c	0x33c0
0x51da	0x33c0
0x51fd	0x33c0
0x5220	0x33c0
0x5621	0x5295
0x564d	0x33c0
0x5c71	0x5295
0x5c97	0x33c0
0x5d2e	0x33c0
0x6342	0x5295
0x636e	0x33c0
0x6417	0x33c0
0x6466	0x33c0
0x648a	0x33c0
0x64cd	0x33c0
0x6821	0x4975
0x6d35	0x5295
0x6d5a	0x33c0
0x6d7d	0x33c0
0x1b560x66b	0x33c0
0x27d	0x1221
0x288	0x1332
0x2d9	0x161a
0x943	0x20c9
0xbee	0x2470
0x2839	0x3f6f
0xe3a	0x2b5e
0x2caa	0x4385
0x3149	0x2470
0x31e5	0x3f6f
0x12a5	0x2470
0x1303	0x3434
0x18af	0x2470
0x1a13	0x392c
0x1a86	0x2b5e
0x1a99	0x3f47
0x1e6e	0x2470
0x1ec5	0x40bf
0x2380	0x441a
0x24a2	0x3f6f
0x2601	0x46b0
0x262f	0x3f47
0x263d	0x4726
0x264b	0x4770
0x266a	0x4770
0x27b0	0x392c
0x27f2	0x1332
0x2996	0x4975
0x2c08	0x2470
0x2cff	0x38c2
0x2de6	0x1332
0x3187	0x441a
0x3338	0x2470
0x338f	0x5182
0x35aa	0x38c2
0x35b2	0x5309
0x35c5	0x542a
0x35ee	0x4726
0x3607	0x4726
0x38de	0x3f6f
0x38e8	0x4726
0x38fb	0x46b0
0x3bc3	0x46b0
0x3bcf	0x46b0
0x3c1c	0x4726
0x414f	0x3f6f
0x4190	0x46b0
0x43e0	0x5fa5
0x43f2	0x5fef
0x4792	0x4726
0x4b5f	0x46b0
0x4baa	0x4726
0x566f	0x4385
0x5713	0x5309
0x5721	0x46b0
0x573c	0x46b0
0x5aca	0x38c2
0x5b18	0x542a
0x5cab	0x46b0
0x5cbb	0x46b0
0x5d11	0x3f6f
0x64e7	0x54c5
0x6d6d	0x3f6f
0x6d98	0x4385
0x6da1	0x4726
0x6db8	0x4726
0x7017	0x5fa5
0x7a74	0x27d
0x7aef	0x1065
0x7af2	0x10ca
0x7af5	0x1121
0x7af8	0x1178
0x7afb	0x11a3
0x7afe	0x11f2
0x7add	0xe59
0x7ae0	0xed3
0x7ae3	0xf22
0x7ae6	0xf71
0x7ae9	0xff6
0x7aec	0x103a
0x7acb	0xc80
0x7ace	0xcab
0x7ad1	0xd0f
0x7ad4	0xd3a
0x7ad7	0xdc9
0x7ada	0xe2e
0x7abc	0x937
0x7abf	0x9c7
0x7ac2	0xa2c
0x7ac5	0xbe2
0x7ac8	0xc0d
0x7aaa	0x7ab
0x7aad	0x7d6
0x7ab0	0x83b
0x7ab3	0x866
0x7ab6	0x8b5
0x7ab9	0x90c
0x7a98	0x640
0x7a9b	0x66b
0x7a9e	0x6d0
0x7aa1	0x6fb
0x7aa4	0x705
0x7aa7	0x75c
0x7a86	0x46a
0x7a89	0x495
0x7a8c	0x4c0
0x7a8f	0x553
0x7a92	0x5aa
0x7a95	0x5db
0x7a77	0x2cd
0x7a7a	0x35d
0x7a7d	0x3d0
0x7a80	0x3da
0x7a83	0x405
0x5ae5	0x3f47
0x21670x9c7	0x4385
0x195aB0x4a1	0x38c2
0x1aefB0x64c	0x3f6f
0x1feaB0x847	0x2470
0x42ffB0x2087	0x2470
0x4356B0x2087	0x5a5d
0x4826B0x27e5	0x2470
0x4941B0x27e5	0x61b2
0x4ee1B0x2d2f	0x2470
0x4f38B0x2d2f	0x6c0f
0x4fe8B0x2d41	0x2470
0x503fB0x2d41	0x5a5d
0x50f2B0x2dda	0x2470
0x5150B0x2dda	0x54c5
0x2ebdB0x1046	0x33c0
0x2167B0x192a	0x4385
0x1b560x1afeB0x22ea	0x33c0
0x195aB0x2c83	0x38c2
0x17afB0x3d0	0x1221
0x17baB0x3d0	0x1332
0x4702B0x2617	0x5fa5
0x5452B0x3903	0x5fa5
0x5469B0x3903	0x5fef
0x4702B0x3f51	0x5fa5
0x4702B0x477a	0x5fa5
0x5452B0x702b	0x5fa5
0x5469B0x702b	0x5fef
0x1d80B0x6fb	0x1332
0x4031B0x1d75B0x6fb	0x2470
0x408fB0x1d75B0x6fb	0x54c5
