0x8	0x5	1
0x8	0x7	0
0xf	0xd	0
0x12	0xf	1
0x12	0x10	0
0x19	0x12	1
0x19	0x14	0
0x24	0x1f	0
0x24	0x12	1
0x2f	0x12	1
0x2f	0x2a	0
0x3a	0x12	1
0x3a	0x35	0
0x45	0x40	0
0x45	0x12	1
0x50	0x12	1
0x50	0x4b	0
0x5b	0x12	1
0x5b	0x56	0
0x66	0x12	1
0x66	0x61	0
0x71	0x12	1
0x71	0x6c	0
0x81	0x12	1
0x81	0x7c	0
0x8c	0x12	1
0x8c	0x87	0
0x97	0x12	1
0x97	0x92	0
0xa2	0x12	1
0xa2	0x9d	0
0xad	0x12	1
0xad	0xa8	0
0xb8	0x12	1
0xb8	0xb3	0
0xc8	0x12	1
0xc8	0xc3	0
0xd3	0x12	1
0xd3	0xce	0
0xde	0x12	1
0xde	0xd9	0
0xe9	0x12	1
0xe9	0xe4	0
0xf4	0x12	1
0xf4	0xef	0
0xff	0x12	1
0xff	0xfa	0
0x10a	0x12	1
0x10a	0x105	0
0x11a	0x12	1
0x11a	0x115	0
0x125	0x12	1
0x125	0x120	0
0x130	0x12	1
0x130	0x12b	0
0x13b	0x12	1
0x13b	0x136	0
0x146	0x12	1
0x146	0x141	0
0x156	0x12	1
0x156	0x151	0
0x161	0x12	1
0x161	0x15c	0
0x16c	0x12	1
0x16c	0x167	0
0x177	0x12	1
0x177	0x172	0
0x182	0x12	1
0x182	0x17d	0
0x18d	0x12	1
0x18d	0x188	0
0x198	0x12	1
0x198	0x193	0
0x1a3	0x12	1
0x1a3	0x19e	0
0x1b3	0x12	1
0x1b3	0x1ae	0
0x1be	0x12	1
0x1be	0x1b9	0
0x1c9	0x12	1
0x1c9	0x1c4	0
0x1d4	0x12	1
0x1d4	0x1cf	0
0x1df	0x12	1
0x1df	0x1da	0
0x1ea	0x12	1
0x1ea	0x1e5	0
0x1fa	0x12	1
0x1fa	0x1f5	0
0x205	0x12	1
0x205	0x200	0
0x210	0x12	1
0x210	0x20b	0
0x21b	0x12	1
0x21b	0x216	0
0x226	0x12	1
0x226	0x221	0
0x231	0x12	1
0x231	0x22c	0
0x23c	0x12	1
0x23c	0x237	0
0x24c	0x12	1
0x24c	0x247	0
0x257	0x12	1
0x257	0x252	0
0x262	0x12	1
0x262	0x25d	0
0x26d	0x12	1
0x26d	0x268	0
0x278	0x12	1
0x278	0x273	0
0x292	0x290	0
0x296	0x292	1
0x296	0x294	0
0x2a1	0x292	1
0x2a1	0x29f	0
0x2d0	0x2ce	0
0x2e5	0x2e3	0
0x2ea	0x2e5	1
0x2ea	0x2e8	0
0x2ed	0x2e5	1
0x2ed	0x2ea	0
0x2f3	0x2e1_0x0	0
0x2f8	0x2ea	1
0x2f8	0x2f6	0
0x2fc	0x2e1_0x0	0
0x300	0x2fe	0
0x300	0x2e1_0x0	1
0x30a	0x2fc	1
0x30a	0x307_0x0	0
0x30b	0x30a	0
0x312	0x300	0
0x312	0x310_0x0	1
0x313	0x312	0
0x316	0x2f8	0
0x316	0x310_0x0	1
0x31b	0x318	1
0x31b	0x310_0x0	0
0x32b	0x2f8	1
0x32b	0x2fc	0
0x32f	0x2fc	1
0x32f	0x32d	0
0x331	0x32f	0
0x338	0x32b	0
0x338	0x32f	1
0x33a	0x338	0
0x340	0x32f	1
0x340	0x33e	0
0x344	0x340	1
0x344	0x341	0
0x345	0x33b	1
0x345	0x344	0
0x346	0x345	0
0x347	0x33a	1
0x347	0x346	0
0x34c	0x338	1
0x34c	0x34a	0
0x357	0x355	0
0x35a	0x357	1
0x35a	0x34f_0x1	0
0x360	0x35e	0
0x372	0x36e	1
0x372	0x371	0
0x376	0x372	0
0x376	0x373	1
0x377	0x376	0
0x382	0x36e	0
0x382	0x372	1
0x386	0x36e	0
0x39c	0x386	1
0x39c	0x387	0
0x3a0	0x36e	1
0x3a0	0x39e	0
0x3a6	0x3a0	0
0x3aa	0x3a0	1
0x3aa	0x3a8	0
0x3b9	0x3b7	0
0x3bc	0x17a5	0
0x3bd	0x3bc	0
0x3be	0x3bd	0
0x3bf	0x3be	0
0x3c4	0x3b9	1
0x3c4	0x3c2	0
0x3ca	0x3c8	0
0x3cd	0x3c4	0
0x3cd	0x3ca	1
0x3dd	0x3db	0
0x3f2	0x3f0	0
0x3f9	0x3f2	1
0x3f9	0x3f7	0
0x3ff	0x3fd	0
0x402	0x3f9	0
0x402	0x3ff	1
0x408	0x406	0
0x41a	0x416	1
0x41a	0x419	0
0x41e	0x41a	0
0x41e	0x41b	1
0x41f	0x41e	0
0x42a	0x416	0
0x42a	0x41a	1
0x42e	0x416	0
0x444	0x42e	1
0x444	0x42f	0
0x448	0x416	1
0x448	0x446	0
0x457	0x455	0
0x45e	0x457	1
0x45e	0x45c	0
0x464	0x462	0
0x467	0x45e	0
0x467	0x464	1
0x46d	0x46b	0
0x482	0x480	0
0x489	0x482	1
0x489	0x487	0
0x48f	0x48d	0
0x492	0x489	0
0x492	0x48f	1
0x498	0x496	0
0x4ad	0x4ab	0
0x4b4	0x4ad	1
0x4b4	0x4b2	0
0x4ba	0x4b8	0
0x4bd	0x4b4	0
0x4bd	0x4ba	1
0x4c3	0x4c1	0
0x4d5	0x4d1	1
0x4d5	0x4d4	0
0x4d9	0x4d5	0
0x4d9	0x4d6	1
0x4da	0x4d9	0
0x4e5	0x4d1	0
0x4e5	0x4d5	1
0x4e9	0x4d1	0
0x4ff	0x4e9	1
0x4ff	0x4ea	0
0x503	0x4d1	1
0x503	0x501	0
0x509	0x503	0
0x51f	0x509	1
0x51f	0x50a	0
0x523	0x503	1
0x523	0x521	0
0x529	0x523	0
0x52d	0x523	1
0x52d	0x52b	0
0x53c	0x53a	0
0x53f	0x1a20	0
0x540	0x53f	0
0x541	0x540	0
0x542	0x541	0
0x547	0x53c	1
0x547	0x545	0
0x54d	0x54b	0
0x550	0x547	0
0x550	0x54d	1
0x556	0x554	0
0x56b	0x569	0
0x583	0x56e	0
0x583	0x1a66	1
0x599	0x583	1
0x599	0x584	0
0x59e	0x56b	1
0x59e	0x59c	0
0x5a4	0x5a2	0
0x5a7	0x59e	0
0x5a7	0x5a4	1
0x5ad	0x5ab	0
0x5c2	0x5c0	0
0x5c7	0x5c5	0
0x5c7	0x1a79	1
0x5ca	0x5c7	1
0x5ca	0x5c8	0
0x5cf	0x5c2	1
0x5cf	0x5cd	0
0x5d5	0x5d3	0
0x5d8	0x5cf	0
0x5d8	0x5d5	1
0x5de	0x5dc	0
0x5f0	0x5ec	1
0x5f0	0x5ef	0
0x5f4	0x5f0	0
0x5f4	0x5f1	1
0x5f5	0x5f4	0
0x600	0x5ec	0
0x600	0x5f0	1
0x604	0x5ec	0
0x61a	0x604	1
0x61a	0x605	0
0x61e	0x5ec	1
0x61e	0x61c	0
0x643	0x641	0
